KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from roaming customers utilizing free data services, quantifying the financial benefits of roaming data offers over a 30-day period."
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from customers' data roaming activities without incurring additional costs, demonstrating network efficiency and customer convenience over a 30-day period."
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from free data usage by roaming customers outside their home network over the past month, a key indicator of roaming revenue performance."
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from data usage during roaming periods within the past 30 days, without incurring additional charges or fees, promoting cost-effective roaming experiences."
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from international data roaming, without incurring additional charges, over the past 30 days, reflecting a cost-effective and seamless customer experience."
Summerized_data_roam_free_revenue,Revenue from free data usage while roaming.,Summarized ,"Revenue generated from roaming customers' free data usage over the past 30 days, reflecting the financial benefits of roaming data promotions."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"GCC roaming data usage trends over the past 30 days, revealing patterns of international mobile data consumption."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"GCC roaming data usage patterns over the past 30 days, revealing international mobile data trends and subscriber behavior."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"GCC roaming data consumption patterns over the past 30 days, providing a snapshot of international data usage trends."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"International roaming data consumption patterns in GCC countries over the past 30 days, revealing insights into network performance and user behavior."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"Total data usage by customers roaming in GCC countries over the past 30 days, outside their home network."
Summerized_data_roam_gcc_volume,Data usage volume while roaming in GCC countries.,Summarized ,"International roaming data consumption in GCC countries over the past 30 days, revealing trends in mobile usage and network reliability."
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,"GCC roaming customers' cumulative data usage over the past 30 days, aggregated under a specific bundle volume."
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,"Total GCC region roaming data usage under a specific bundle plan over the past 30 days, aggregated for analysis."
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,"Monthly roaming data usage by GCC customers under bundled plans, aggregated over the past 30 days, revealing consumption patterns."
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,GCC customers on bundled plans average roaming data usage during the summer period.
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,"Monthly roaming data usage in GCC countries under bundled plans, measured in cumulative volume."
Summerized_data_roam_gcc_bundle_volume,Data usage volume while roaming in GCC under a bundle.,Summarized ,"Monthly roaming data usage in the GCC region by customers on bundled plans, aggregated to reveal regional consumption patterns."
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,"Monthly roaming data usage in the Gulf Cooperation Council region under pay-as-you-go plans, captured over the past summer period."
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,Cumulative roaming data consumption by pay-as-you-go customers in the GCC region over the past 30 days.
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' roaming data usage in GCC countries over the past 30 days, analyzed to track consumption patterns and trends."
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,"Pay-as-you-go customers' roaming data consumption in the Gulf Cooperation Council region over the past 30 days, measured in total volume."
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,"GCC pay-as-you-go customers' roaming data usage over the past 30 days, measured to gauge consumption patterns and optimize data management strategies."
Summerized_data_roam_gcc_payg_volume,Data usage volume while roaming in GCC under pay-as-you-go.,Summarized ,"GCC region pay-as-you-go users' average monthly roaming data usage over the past 30 days, revealing consumption patterns and trends."
Summerized_data_roam_gcc_free_volume,Free data usage volume while roaming in GCC.,Summarized ,"""Monthly GCC roaming data consumption, revealing customer behavior and roaming trends, providing valuable insights for network optimization and customer engagement strategies."""
